0,38.4987,87.1313,39.7349,55.1216,,
,,,,,,
0,84.2224,83.3376,56.6026,74.7209,,
,,,,,,
2,84.1708,67.5439,60.3446,70.6864,,
,,,,,,
4,84.1632,43.5608,50.6353,59.4531,,
,,,,,,
6,58.3978,29.8106,30.8824,39.6969,,
,,,,,,
8,66.4108,39.6597,28.4131,44.8279,,
,,,,,,
10,47.1308,39.0265,28.3819,38.1798,,
,,,,,,
12,28.125,28.6302,28.1476,28.3009,,
,,,,,,
14,36.9485,78.8119,36.8002,50.8535,,
,,,,,,
9,28.3862,47.0545,36.4755,28.2486,28.4797,33.7289
,,,,,,
16,84.1643,46.847,32.497,54.5028,,
,,,,,,
16,80.3793,59.1751,44.323,61.2924,,
,,,,,,
18,83.7988,66.9021,65.0187,71.9065,,
,,,,,,
20,83.3903,44.0112,83.4344,70.2786,,
,,,,,,
22,84.2589,43.0835,63.9523,63.7649,,
,,,,,,
24,42.2009,83.3731,28.3744,51.3162,,
,,,,,,
26,53.9882,44.7411,58.6343,52.4546,,
,,,,,,
28,52.2736,40.2197,43.8016,45.4316,,
,,,,,,
30,42.9158,28.1089,37.8031,36.2759,,
,,,,,,
32,42.7653,28.0283,28.2486,33.0141,,
,,,,,,
34,28.6281,40.7744,28.4238,32.6088,,
,,,,,,
36,28.2228,41.8408,28.4615,32.8417,,
,,,,,,
38,6.852,39.0921,32.4991,26.1477,,
,,,,,,
40,28.2379,28.2819,38.561,31.6936,,
,,,,,,
42,31.9455,28.2927,28.4851,29.5744,,
,,,,,,
44,40.224,31.5123,28.9495,33.5619,,
,,,,,,
46,39.7467,39.7252,28.326,35.9327,,
,,,,,,
48,40.138,38.8545,28.2282,35.7402,,
,,,,,,
50,39.2307,61.3723,37.9278,46.177,,
,,,,,,
37,318.004,28.4174,28.2733,37.0926,28.1261,87.9827
,,,,,,
52,39.5855,39.2157,38.7782,39.1931,,
,,,,,,
52,38.79,39.2017,38.7846,38.9254,,
,,,,,,
54,38.3589,39.1813,38.3632,38.6345,,
,,,,,,
56,37.9655,39.6199,37.4763,38.3539,,
,,,,,,
58,39.6349,38.7588,39.1953,39.1963,,
,,,,,,
60,38.6986,39.621,37.916,38.7452,,
,,,,,,
62,39.206,39.5715,38.3374,39.0383,,
,,,,,,
64,39.593,38.3009,38.7663,38.8867,,
,,,,,,
66,39.191,36.3455,39.2006,38.2457,,
,,,,,,
68,39.5801,39.6962,39.6747,39.6503,,
,,,,,,
70,39.2404,39.6736,39.2297,39.3812,,
,,,,,,
72,40.1101,40.137,39.7865,40.0112,,
,,,,,,
74,38.0622,38.5234,39.7478,38.7778,,
,,,,,,
76,38.8459,28.3733,39.7919,35.6704,,
,,,,,,
78,40.2649,29.4591,40.754,36.826,,
,,,,,,
80,40.3219,40.7336,38.1977,39.751,,
,,,,,,
82,39.937,40.3756,40.7078,40.3401,,
,,,,,,
84,39.9607,41.3033,40.467,40.577,,
,,,,,,
86,40.41,40.4369,39.5726,40.1398,,
,,,,,,
88,42.2848,43.176,43.606,43.0222,,
,,,,,,
90,41.8516,42.9083,41.5291,42.0963,,
,,,,,,
92,42.8631,43.6672,43.722,43.4175,,
,,,,,,
94,41.5731,43.32,43.3598,42.751,,
,,,,,,
96,39.0071,87.0722,87.0851,71.0548,,
,,,,,,
98,67.9319,76.2298,43.9886,62.7168,,
,,,,,,
100,87.0732,71.9761,75.5751,78.2081,,
,,,,,,
102,79.2355,37.816,39.1039,52.0518,,
,,,,,,
104,39.8091,38.5804,86.7497,55.0464,,
,,,,,,
106,116.1259,31.1468,28.1035,58.4588,,
,,,,,,
108,34.9899,36.3809,64.0953,45.1554,,
,,,,,,
110,34.4707,50.1892,28.1444,37.6014,,
,,,,,,
112,35.2812,35.6951,28.4346,33.137,,
,,,,,,
114,34.4137,36.066,28.4249,32.9682,,
,,,,,,
116,36.9163,34.317,28.6356,33.2896,,
,,,,,,
118,36.0606,35.5876,28.9398,33.5293,,
,,,,,,
120,28.9398,35.9907,35.9241,33.6182,,
,,,,,,
122,35.1877,34.2621,35.4511,34.967,,
,,,,,,
124,36.3412,34.6556,35.9262,35.641,,
,,,,,,
126,34.6126,34.604,34.1396,34.452,,
,,,,,,
128,34.9834,34.5642,34.5416,34.6964,,
,,,,,,
130,34.6104,35.035,34.9856,34.877,,
,,,,,,
132,34.9211,34.1579,34.5545,34.5445,,
,,,,,,
134,35.4425,35.0393,34.9017,35.1279,,
,,,,,,
136,29.0452,34.0794,35.8166,32.9804,,
,,,,,,
138,32.8367,34.1385,31.0834,32.6862,,
,,,,,,
140,33.3312,35.9176,33.744,34.3309,,
,,,,,,
142,35.4693,29.1785,33.3398,32.6625,,
,,,,,,
144,30.7566,33.0162,34.246,32.6729,,
,,,,,,
146,28.2776,34.2514,34.2525,32.2605,,
,,,,,,
148,34.7394,35.5661,34.2965,34.8673,,
,,,,,,
150,35.6446,35.2167,36.8647,35.9087,,
,,,,,,
152,36.5443,33.9321,28.397,32.9578,,
,,,,,,
154,36.5669,34.4567,28.4099,33.1445,,
,,,,,,
156,36.3519,38.8373,39.3361,38.1751,,
,,,,,,
158,36.6927,56.3973,67.589,53.5597,,
,,,,,,
130,34.9318,35.8585,34.5104,28.4217,33.7203,33.4886
,,,,,,
160,34.1116,38.0945,75.9105,49.3722,,
,,,,,,
160,35.952,36.3293,38.5481,36.9432,,
,,,,,,
162,35.9714,40.3584,38.1772,38.169,,
,,,,,,
164,37.4635,39.3995,75.215,50.6927,,
,,,,,,
166,75.1172,40.7647,37.4172,51.0997,,
,,,,,,
168,36.6078,28.6636,28.3282,31.1998,,
,,,,,,
170,41.0905,49.0357,32.5432,40.8898,,
,,,,,,
172,34.7244,60.593,28.3722,41.2299,,
,,,,,,
174,53.0895,75.9718,74.083,67.7148,,
,,,,,,
171,39.7349,75.5536,74.7872,60.2457,75.574,65.1791
,,,,,,
176,75.5429,52.3521,75.5278,67.8076,,
,,,,,,
176,75.1699,74.684,53.9355,67.9298,,
,,,,,,
178,75.5644,76.004,76.0051,75.8578,,
,,,,,,
180,75.9557,75.9449,28.369,60.0899,,
,,,,,,
180,39.7822,50.4644,28.4185,40.74,67.1053,45.3021
,,,,,,
