194.50, 1546, 1750
199.83, 1513, 1786
205.17, 1525, 1761
210.28, 1625, 2064
215.84, 2374, 2495
220.95, 2625, 2700
226.51, 2708, 2732
231.84, 2707, 2725
237.18, 2724, 2740
242.51, 2718, 2730
247.84, 2716, 2733
253.18, 2709, 2718
258.51, 2722, 2720
263.63, 2595, 2616
269.18, 2012, 2378
274.30, 1575, 1856
279.63, 1624, 1829
285.19, 1623, 1848
290.52, 1567, 1779
295.86, 1638, 1830
301.42, 1618, 1791
306.75, 1540, 1690
312.08, 1598, 1749
317.42, 1595, 1745
322.53, 1570, 1738
328.09, 1551, 1752
333.42, 1529, 1774
338.76, 1575, 1768
343.87, 1531, 1808
349.21, 1522, 1823
354.54, 1461, 1864
360.10, 1413, 1848
365.43, 1415, 1900
370.32, 1490, 1931
375.66, 1532, 1931
381.44, 1492, 1948
386.55, 1463, 1869
391.66, 1513, 1910
397.22, 1560, 1902
402.55, 1587, 1994
407.89, 1638, 2021
413.45, 1606, 1964
419.00, 1597, 1868
424.12, 1630, 1869
429.67, 1589, 1873
434.78, 1569, 1829
440.12, 1608, 1778
445.23, 1669, 1791
450.57, 1665, 1867
456.12, 1640, 1904
461.46, 1681, 1867
466.57, 1663, 1865
471.91, 1707, 1854
477.24, 1712, 1908
482.58, 1743, 1829
487.91, 1696, 1853
493.24, 1660, 1839
498.58, 1628, 1806
503.91, 1691, 1806
509.25, 1683, 1841
512.14, 1690, 1922
511.25, 1679, 1903
507.25, 1677, 1872
501.47, 1689, 1796
495.69, 1636, 1809
489.91, 1645, 1836
484.35, 1698, 1863
479.46, 1723, 1848
474.13, 1697, 1884
468.57, 1678, 1843
463.24, 1669, 1853
457.90, 1664, 1892
452.57, 1640, 1877
447.23, 1669, 1842
441.90, 1678, 1793
436.56, 1591, 1770
431.45, 1570, 1841
426.12, 1586, 1858
420.56, 1614, 1866
415.45, 1609, 1888
410.33, 1588, 1964
405.00, 1636, 2020
399.44, 1593, 1970
394.11, 1534, 1904
388.55, 1497, 1883
383.22, 1446, 1906
377.88, 1508, 1942
372.55, 1516, 1913
367.21, 1469, 1904
361.88, 1397, 1856
356.54, 1438, 1851
351.21, 1478, 1871
345.87, 1519, 1826
340.54, 1543, 1769
335.20, 1573, 1767
329.87, 1524, 1783
324.53, 1554, 1741
