0, 88
1, 92
2, 401
3, 104
4, 88
5, 88
6, 279
7, 87
8, 89
9, 88
10, 87
11, 85
12, 87
13, 87
14, 87
15, 88
16, 88
17, 88
18, 88
19, 88
20, 86
21, 88
22, 86
23, 249
24, 87
25, 128
26, 358
27, 399
28, 699
29, 355
30, 354
31, 364
32, 373
33, 400
34, 404
35, 197
36, 93
37, 87
38, 87
39, 404
40, 86
41, 88
42, 88
43, 86
44, 88
45, 87
46, 88
47, 87
48, 88
49, 87
50, 402
51, 88
52, 87
53, 88
54, 88
55, 401
56, 87
57, 88
58, 105
59, 232
60, 227
61, 507
62, 405
63, 409
64, 402
65, 427
66, 741
67, 432
68, 432
69, 430
70, 428
71, 448
72, 438
73, 405
74, 402
75, 403
76, 343
77, 243
78, 104
79, 88
80, 93
81, 87
82, 88
83, 88
84, 88
85, 88
86, 86
87, 88
88, 428
89, 87
90, 88
91, 86
92, 87
93, 402
94, 89
95, 89
96, 143
97, 88
98, 401
99, 130
100, 116
101, 101
102, 190
103, 234
104, 147
105, 233
106, 87
107, 88
108, 88
109, 88
110, 87
111, 86
112, 88
113, 401
114, 88
115, 88
116, 87
117, 87
118, 401
119, 87
120, 87
121, 89
122, 150
123, 715
124, 404
125, 454
126, 456
127, 430
128, 760
129, 456
130, 455
131, 483
132, 472
133, 787
134, 496
135, 494
136, 494
137, 474
138, 468
139, 475
140, 463
141, 430
142, 451
143, 449
144, 285
145, 259
146, 194
147, 144
148, 162
149, 131
150, 89
151, 115
152, 88
153, 115
154, 88
155, 89
156, 103
157, 93
158, 105
159, 94
160, 89
161, 88
162, 94
163, 429
164, 87
165, 104
166, 88
167, 94
168, 429
169, 104
170, 103
171, 93
172, 94
173, 416
174, 88
175, 94
176, 95
177, 102
178, 94
179, 104
